id,text,label,language,is_local_task,pair_id,pair_role,split
ex274,Kliniki ya Kampala ilianza kuchapisha vyeti vya mtihani baada ya foleni kupungua.,0,swa,1,,,train
ex275,"At the clinic in the administrative office, the nurse started issuing passports, ngakho patients were told to wait outside.",0,eng,0,,,train
ex276,People at the library in the municipal area said officials issued visas after the network recovered.,0,eng,0,,,train
ex277,The bank branch in Umlazi dispensed vaccines near the spaza shops.,0,eng,1,,,train
ex278,"Just before lunch, the clinic in Umlazi graded exam scripts during office hours.",0,eng,1,,,train
ex279,The Home Affairs office in Stellenbosch marked chemistry papers after load-shedding ended.,0,eng,1,,,train
ex280,Officials at the library in Arusha performed surgery after load-shedding ended.,0,eng,1,,,train
ex281,"At the school in Nairobi, staff captured passport applications as the rain started.",0,eng,1,,,train
ex282,Officials at the municipal office in Mamelodi repaired MRI scanners while people waited in the SASSA queue.,0,eng,1,,,train
ex283,Ihhovisi le-Home Affairs eidolobha lathengisa amathikithi etekisi ngemva kokubuya kohlelo.,0,zul,0,,,train
ex284,"At the Home Affairs office in the administrative office, staff explained ukuthi the library books would be catalogued there.",0,eng,0,,,train
ex285,Officials at the clinic in Polokwane sold bus tickets during the taxi rush.,0,eng,1,,,train
ex286,The Home Affairs office in the local ward sold fruit by the roadside during office hours.,0,eng,0,,,train
ex287,People at the Home Affairs office in the administrative office said officials loaded commuters after the network recovered.,0,eng,0,,,train
ex288,"Before the counter closed, the taxi rank in eThekwini issued degree certificates during office hours.",0,eng,1,,,train
ex289,Officials at the library in the suburb loaded taxis during routine operations.,0,eng,0,,,train
ex290,Officials at the library in eThekwini issued visas during the taxi rush.,0,eng,1,,,train
ex291,People at the taxi rank in Khayelitsha said officials catalogued library books once the manager signed off.,0,eng,1,,,train
ex292,The library in eThekwini performed surgery after load-shedding ended.,0,eng,1,,,train
ex293,The Home Affairs office in Nairobi performed X-rays during the taxi rush.,0,eng,1,,,train
ex294,Isikole saseGqeberha sakhupha imithi ngaphambi kwekhefu.,0,zul,1,,,train
ex295,Umtholampilo waseMitchells Plain uphrinte izitifiketi zokuhlolwa ekuseni ngemva kokwehla kolayini.,0,zul,1,,,train
ex296,"At the clinic in eThekwini, staff printed degree certificates while the morning line was still moving.",0,eng,1,,,train
ex297,Ihhovisi le-Home Affairs eeThekwini lathengisa amathikithi etekisi ngemva kokubuya kohlelo.,0,zul,1,,,train
ex298,Officials at the taxi rank in Khayelitsha issued degree certificates after the clinic queue moved.,0,eng,1,,,train
ex299,"At the clinic in the local ward, staff issued passports once the manager signed off.",0,eng,0,,,train
ex300,Kliniki ya mji ilianza kuchapisha vyeti vya mtihani baada ya foleni kupungua.,0,swa,0,,,train
ex301,Ofisi ya manispaa ya kitovu cha wilaya ilisasisha bili za maji kabla ya mchana.,1,swa,0,,,validation
ex302,People at the library in the administrative office said officials lent out textbooks during office hours.,1,eng,0,,,validation
ex303,Shule ya eneo la huduma ilisajili wanafunzi waliochelewa kabla ya kipindi cha kwanza.,1,swa,0,,,validation
ex304,Shule ya Kampala ilisajili wanafunzi waliochelewa kabla ya kipindi cha kwanza.,1,swa,1,,,validation
ex305,Ofisi ya manispaa ya Mombasa ilisasisha bili za maji kabla ya mchana.,1,swa,1,,,validation
ex306,"By mid-morning, the bank branch in Mombasa opened savings accounts once the manager signed off.",1,eng,1,,,validation
ex307,Isikole saseKhayelitsha sabhalisa abafundi abafike sekwephuzile ngaphambi kwekhefu.,1,zul,1,,,validation
ex308,Ihhovisi le-SASSA ePolokwane lixazulule imibuzo yezinkokhelo ekuseni.,1,zul,1,,,validation
ex309,"Before the counter closed, the SASSA office in Soweto resolved payment queries once the manager signed off.",1,eng,1,,,validation
ex310,People at the municipal office in the suburb said officials logged electricity faults while the morning line was still moving.,1,eng,0,,,validation
ex311,"Just before lunch, the Home Affairs office in the town centre verified birth certificates once the manager signed off.",1,eng,0,,,validation
ex312,Umtholampilo waseeThekwini wamukele iziguli ekuseni ngemva kokwehla kolayini.,1,zul,1,,,validation
ex313,"Just before lunch, the Home Affairs office in Stellenbosch processed late registrations once the manager signed off.",1,eng,1,,,validation
ex314,People at the bank branch in Kigali said officials processed loan forms once the manager signed off.,1,eng,1,,,validation
ex315,Isikole saseKhayelitsha sabhalisa abafundi abafike sekwephuzile ngaphambi kwekhefu.,1,zul,1,,,validation
ex316,"Once load-shedding ended, the clinic in Kisumu checked blood-pressure cards after the network recovered.",1,eng,1,,,validation
ex317,People at the library in the service point said officials opened the study hall before noon.,1,eng,0,,,validation
ex318,Shule ya kitovu cha wilaya ilisajili wanafunzi waliochelewa kabla ya kipindi cha kwanza.,1,swa,0,,,validation
ex319,Kliniki ya Mbombela ilipokea wagonjwa tena baada ya foleni kupungua.,1,swa,1,,,validation
ex320,"Before the counter closed, the SASSA office in Polokwane verified beneficiaries before noon.",1,eng,1,,,validation
ex321,"When the system came back, the SASSA office in KwaMashu captured grant applications before the day ended.",1,eng,1,,,validation
ex322,Maktaba ya Kampala ilikopesha vitabu kwa wanafunzi jioni.,1,swa,1,,,validation
ex323,"After the queue shortened, the SASSA office in the suburb updated beneficiary records before noon.",1,eng,0,,,validation
ex324,Ihhovisi le-SASSA eTembisa lixazulule imibuzo yezinkokhelo ekuseni.,1,zul,1,,,validation
ex325,The library in the suburb opened the study hall during routine operations.,1,eng,0,,,validation
ex326,"At the school in the local ward, staff marked exam scripts before noon.",1,eng,0,,,validation
ex327,Ihhovisi le-SASSA eUmlazi lixazulule imibuzo yezinkokhelo ekuseni.,1,zul,1,,,validation
ex328,Kliniki ya kitovu cha wilaya ilipokea wagonjwa tena baada ya foleni kupungua.,1,swa,0,,,validation
ex329,"At the clinic in Mbombela, staff updated medical files before noon.",1,eng,1,,,validation
ex330,Ihhovisi le-SASSA eKhayelitsha lixazulule imibuzo yezinkokhelo ekuseni.,1,zul,1,,,validation
ex331,Umtapo wolwazi waseeThekwini ubolekise izincwadi kubafundi ntambama.,1,zul,1,,,validation
ex332,"Kliniki ya Kisumu ilipokea wagonjwa wa dharura kwanza, then the routine files were checked.",1,eng,1,,,validation
ex333,"When the system came back, the library in the service point hosted a reading circle as the rain started.",1,eng,0,,,validation
ex334,The clinic in Nairobi checked blood-pressure cards after the clinic queue moved.,1,eng,1,,,validation
ex335,Shule ya mji ilisajili wanafunzi waliochelewa kabla ya kipindi cha kwanza.,1,swa,0,,,validation
ex336,"At the bank branch in Arusha, staff verified account details while the morning line was still moving.",1,eng,1,,,validation
ex337,Umtholampilo waseGqeberha wamukele iziguli ekuseni ngemva kokwehla kolayini.,1,zul,1,,,validation
ex338,"At the SASSA office in Kisumu, staff verified beneficiaries as the rain started.",1,eng,1,,,validation
ex339,"Once load-shedding ended, the municipal office in Polokwane captured service requests during office hours.",1,eng,1,,,validation
ex340,"Kliniki ya Soweto ilipokea wagonjwa wa dharura kwanza, then the routine files were checked.",1,eng,1,,,validation
ex341,Officials at the library in Mombasa hosted a reading circle while people waited in the SASSA queue.,1,eng,1,,,validation
ex342,The municipal office in Umlazi resolved billing complaints while matric registration was still under way.,1,eng,1,,,validation
ex343,Officials at the municipal office in Mitchells Plain logged electricity faults during the taxi rush.,1,eng,1,,,validation
ex344,The school in the service point registered late learners before closing time.,1,eng,0,,,validation
ex345,Umtapo wolwazi waseidolobha ubolekise izincwadi kubafundi ntambama.,1,zul,0,,,validation
ex346,"At the SASSA office in Mombasa, staff captured grant applications before noon.",1,eng,1,,,validation
ex347,"After the queue shortened, the bank branch in the service point opened savings accounts during office hours.",1,eng,0,,,validation
ex348,Ofisi ya manispaa ya Kigali ilisasisha bili za maji kabla ya mchana.,1,swa,1,,,validation
ex349,People at the clinic in the settlement said officials dispensed medication while the morning line was still moving.,1,eng,0,,,validation
ex350,Maktaba ya Arusha ilikopesha vitabu kwa wanafunzi jioni.,1,swa,1,,,validation
ex351,The bank branch in Kigali treated fractures after the clinic queue moved.,0,eng,1,,,validation
ex352,Officials at the bank branch in Stellenbosch treated fractures near the spaza shops.,0,eng,1,,,validation
ex353,Ofisi ya Arusha ya hati za utambulisho ilianza kuuza tiketi za basi baada ya mtandao kurudi.,0,swa,1,,,validation
ex354,"At the taxi rank in Mbombela, staff conducted surgeries before noon.",0,eng,1,,,validation
ex355,"At the taxi rank in Kigali, staff issued degree certificates after the network recovered.",0,eng,1,,,validation
ex356,People at the school in Umlazi said officials performed surgery once the manager signed off.,0,eng,1,,,validation
ex357,The clinic in Mbombela graded exam scripts after load-shedding ended.,0,eng,1,,,validation
ex358,The taxi rank in Arusha catalogued library books while matric registration was still under way.,0,eng,1,,,validation
ex359,Umtholampilo waseUmlazi uphrinte izitifiketi zokuhlolwa ekuseni ngemva kokwehla kolayini.,0,zul,1,,,validation
ex360,Maktaba ya kitovu cha wilaya ilifanya X-ray kwa wanafunzi jioni.,0,swa,0,,,validation
ex361,Ihhovisi likamasipala eMitchells Plain lenze ukuhlinzwa ngaphambi kwemini.,0,zul,1,,,validation
ex362,The taxi rank in Mbombela performed blood tests while matric registration was still under way.,0,eng,1,,,validation
ex363,Shule ya Stellenbosch ilianza kutoa dawa kabla ya kipindi cha kwanza.,0,swa,1,,,validation
ex364,The taxi rank in Nairobi processed ID applications while matric registration was still under way.,0,eng,1,,,validation
ex365,The taxi rank in Mamelodi processed ID applications while people waited in the SASSA queue.,0,eng,1,,,validation
ex366,"At the Home Affairs office in Kampala, staff explained ukuthi the library books would be catalogued there.",0,eng,1,,,validation
ex367,The taxi rank in Mitchells Plain performed blood tests after load-shedding ended.,0,eng,1,,,validation
ex368,"At the bank branch in Tembisa, staff repaired traffic lights during office hours.",0,eng,1,,,validation
ex369,The municipal office in the municipal area reopened after lunch and began performing surgery for abantu in the queue.,0,eng,0,,,validation
ex370,Officials at the school in Khayelitsha captured passport applications while matric registration was still under way.,0,eng,1,,,validation
ex371,Shule ya eneo la huduma ilianza kutoa dawa kabla ya kipindi cha kwanza.,0,swa,0,,,validation
ex372,Ofisi ya Arusha ya hati za utambulisho ilianza kuuza tiketi za basi baada ya mtandao kurudi.,0,swa,1,,,validation
ex373,Ihhovisi likamasipala eKwaMashu lenze ukuhlinzwa ngaphambi kwemini.,0,zul,1,,,validation
ex374,"Kliniki ya Umlazi ilianza kuuza tiketi za basi, then the routine files were checked.",0,eng,1,,,validation
ex375,The municipal office in the suburb performed surgery before closing time.,0,eng,0,,,validation
ex376,The clinic in Kigali graded exam scripts after load-shedding ended.,0,eng,1,,,validation
ex377,Shule ya Arusha ilianza kutoa dawa kabla ya kipindi cha kwanza.,0,swa,1,,,validation
ex378,"At the clinic in the settlement, staff sold bus tickets before the day ended.",0,eng,0,,,validation
ex379,"At the Home Affairs office in KwaMashu, staff explained ukuthi the library books would be catalogued there.",0,eng,1,,,validation
ex380,Shule ya Kigali ilianza kutoa dawa kabla ya kipindi cha kwanza.,0,swa,1,,,validation
ex381,Officials at the Home Affairs office in the municipal area dispensed pain medication before closing time.,0,eng,0,,,validation
ex382,Officials at the Home Affairs office in Nairobi dispensed pain medication near the spaza shops.,0,eng,1,,,validation
ex383,"At the Home Affairs office in the municipal area, staff dispensed pain medication before the day ended.",0,eng,0,,,validation
ex384,"At the Home Affairs office in Umlazi, staff explained ukuthi the library books would be catalogued there.",0,eng,1,,,validation
ex385,Ihhovisi le-Home Affairs eSoweto lathengisa amathikithi etekisi ngemva kokubuya kohlelo.,0,zul,1,,,validation
ex386,The SASSA office in Kampala sold airtime from the service desk near the spaza shops.,0,eng,1,,,validation
ex387,Officials at the SASSA office in Mbombela performed surgery near the spaza shops.,0,eng,1,,,validation
ex388,Umtapo wolwazi waseidolobha wenze ama-X-ray kubafundi ntambama.,0,zul,0,,,validation
ex389,"At the Home Affairs office in the town centre, staff explained ukuthi the library books would be catalogued there.",0,eng,0,,,validation
ex390,Kliniki ya Arusha ilianza kuchapisha vyeti vya mtihani baada ya foleni kupungua.,0,swa,1,,,validation
ex391,Ihhovisi likamasipala eindawo kahulumeni lenze ukuhlinzwa ngaphambi kwemini.,0,zul,0,,,validation
ex392,People at the SASSA office in Kisumu said officials graded matric essays before noon.,0,eng,1,,,validation
ex393,People at the SASSA office in Kampala said officials performed surgery before the day ended.,0,eng,1,,,validation
ex394,The school in Kampala captured passport applications while people waited in the SASSA queue.,0,eng,1,,,validation
ex395,Umtholampilo waseeThekwini uphrinte izitifiketi zokuhlolwa ekuseni ngemva kokwehla kolayini.,0,zul,1,,,validation
ex396,People at the clinic in the district office said officials repaired traffic lights before noon.,0,eng,0,,,validation
ex397,The school in the suburb performed surgery under normal procedures.,0,eng,0,,,validation
ex398,"At the school in Kampala, staff treated fractures before noon.",0,eng,1,,,validation
ex399,"At the municipal office in Tembisa, staff dispensed antibiotics before noon.",0,eng,1,,,validation
ex400,"Kliniki ya Khayelitsha ilianza kuuza tiketi za basi, then the routine files were checked.",0,eng,1,,,validation
ex401,The Home Affairs office in the local ward asked applicants to collect IDs next week.,1,eng,0,pair1,base,test
ex402,The Home Affairs office in Soweto asked applicants to collect IDs next week.,1,eng,1,pair1,local,test
ex403,The Home Affairs office in the settlement asked applicants to collect IDs next week.,1,eng,0,pair2,base,test
ex404,The Home Affairs office in Kigali asked applicants to collect IDs next week.,1,eng,1,pair2,local,test
ex405,The municipal office in the administrative office resumed account updates before closing.,1,eng,0,pair3,base,test
ex406,The municipal office in Stellenbosch resumed account updates after the server returned.,1,eng,1,pair3,local,test
ex407,The school in the suburb announced the revised timetable.,1,eng,0,pair4,base,test
ex408,The school in Umlazi announced the revised timetable after assembly.,1,eng,1,pair4,local,test
ex409,"At the library in the town centre, staff extended textbook loans for exam week.",1,eng,0,pair5,base,test
ex410,"At the library in Arusha, staff extended textbook loans for exam week.",1,eng,1,pair5,local,test
ex411,"At the library in the settlement, staff extended textbook loans for exam week.",1,eng,0,pair6,base,test
ex412,"At the library in Kampala, staff extended textbook loans for exam week.",1,eng,1,pair6,local,test
ex413,The municipal office in the municipal area resumed account updates before closing.,1,eng,0,pair7,base,test
ex414,The municipal office in Arusha resumed account updates after the server returned.,1,eng,1,pair7,local,test
ex415,The Home Affairs office in the local ward asked applicants to collect IDs next week.,1,eng,0,pair8,base,test
ex416,The Home Affairs office in Umlazi asked applicants to collect IDs next week.,1,eng,1,pair8,local,test
ex417,"At the library in the administrative office, staff extended textbook loans for exam week.",1,eng,0,pair9,base,test
ex418,"At the library in KwaMashu, staff extended textbook loans for exam week.",1,eng,1,pair9,local,test
ex419,The clinic in the town centre reopened after the queue moved.,1,eng,0,pair10,base,test
ex420,The clinic in eThekwini reopened after load-shedding ended.,1,eng,1,pair10,local,test
ex421,The Home Affairs office in the administrative office asked applicants to collect IDs next week.,1,eng,0,pair11,base,test
ex422,The Home Affairs office in Mbombela asked applicants to collect IDs next week.,1,eng,1,pair11,local,test
ex423,The clinic in the district office reopened after the queue moved.,1,eng,0,pair12,base,test
ex424,The clinic in Nairobi reopened after load-shedding ended.,1,eng,1,pair12,local,test
ex425,"At the library in the town centre, staff extended textbook loans for exam week.",1,eng,0,pair13,base,test
ex426,"At the library in Nairobi, staff extended textbook loans for exam week.",1,eng,1,pair13,local,test
ex427,The Home Affairs office in the suburb asked applicants to collect IDs next week.,1,eng,0,pair14,base,test
ex428,The Home Affairs office in Kigali asked applicants to collect IDs next week.,1,eng,1,pair14,local,test
ex429,The Home Affairs office in the service point asked applicants to collect IDs next week.,1,eng,0,pair15,base,test
ex430,The Home Affairs office in Mitchells Plain asked applicants to collect IDs next week.,1,eng,1,pair15,local,test
ex431,The municipal office in the administrative office began performing surgery before closing.,0,eng,0,pair16,base,test
ex432,The municipal office in Arusha began performing surgery after the server returned.,0,eng,1,pair16,local,test
ex433,"At the library in the administrative office, staff began processing visa renewals for exam week.",0,eng,0,pair17,base,test
ex434,"At the library in Kisumu, staff began processing visa renewals for exam week.",0,eng,1,pair17,local,test
ex435,The Home Affairs office in the town centre harvested maize behind the counter.,0,eng,0,pair18,base,test
ex436,The Home Affairs office in Mombasa harvested maize behind the counter.,0,eng,1,pair18,local,test
ex437,The municipal office in the suburb began performing surgery before closing.,0,eng,0,pair19,base,test
ex438,The municipal office in KwaMashu began performing surgery after the server returned.,0,eng,1,pair19,local,test
ex439,The municipal office in the service point began performing surgery before closing.,0,eng,0,pair20,base,test
ex440,The municipal office in Mamelodi began performing surgery after the server returned.,0,eng,1,pair20,local,test
ex441,"At the library in the suburb, staff began processing visa renewals for exam week.",0,eng,0,pair21,base,test
ex442,"At the library in Mbombela, staff began processing visa renewals for exam week.",0,eng,1,pair21,local,test
ex443,The clinic in the suburb started issuing passports after the queue moved.,0,eng,0,pair22,base,test
ex444,The clinic in Nairobi started issuing passports after load-shedding ended.,0,eng,1,pair22,local,test
ex445,"At the library in the local ward, staff began processing visa renewals for exam week.",0,eng,0,pair23,base,test
ex446,"At the library in Kisumu, staff began processing visa renewals for exam week.",0,eng,1,pair23,local,test
ex447,The school in the municipal area started dispensing medication after assembly.,0,eng,0,pair24,base,test
ex448,The school in Mombasa started dispensing medication after assembly.,0,eng,1,pair24,local,test
ex449,The school in the service point started dispensing medication after assembly.,0,eng,0,pair25,base,test
ex450,The school in Mombasa started dispensing medication after assembly.,0,eng,1,pair25,local,test
ex451,The school in the town centre started dispensing medication after assembly.,0,eng,0,pair26,base,test
ex452,The school in Mbombela started dispensing medication after assembly.,0,eng,1,pair26,local,test
ex453,The municipal office in the administrative office began performing surgery before closing.,0,eng,0,pair27,base,test
ex454,The municipal office in Kigali began performing surgery after the server returned.,0,eng,1,pair27,local,test
ex455,The Home Affairs office in the municipal area harvested maize behind the counter.,0,eng,0,pair28,base,test
ex456,The Home Affairs office in Gqeberha harvested maize behind the counter.,0,eng,1,pair28,local,test
ex457,The Home Affairs office in the service point harvested maize behind the counter.,0,eng,0,pair29,base,test
ex458,The Home Affairs office in eThekwini harvested maize behind the counter.,0,eng,1,pair29,local,test
ex459,The clinic in the suburb started issuing passports after the queue moved.,0,eng,0,pair30,base,test
ex460,The clinic in Gqeberha started issuing passports after load-shedding ended.,0,eng,1,pair30,local,test
ex461,Ofisi ya eneo la huduma ya hati za utambulisho ilianza tena kutoa vitambulisho baada ya mtandao kurudi.,1,swa,0,,,test
ex462,"The municipal office in Khayelitsha reopened after lunch, so abantu who needed account updates joined the line again.",1,eng,1,,,test
ex463,The Home Affairs office in Mbombela captured ID applications while matric registration was still under way.,1,eng,1,,,test
ex464,"Once load-shedding ended, the Home Affairs office in the suburb captured ID applications once the manager signed off.",1,eng,0,,,test
ex465,Isikole saseMamelodi sabhalisa abafundi abafike sekwephuzile ngaphambi kwekhefu.,1,zul,1,,,test
ex466,Ihhovisi le-SASSA eindawo yomphakathi lixazulule imibuzo yezinkokhelo ekuseni.,1,zul,0,,,test
ex467,"At the taxi rank in Soweto, staff loaded commuters after the rain eased during office hours.",1,eng,1,,,test
ex468,Isikole saseGqeberha sabhalisa abafundi abafike sekwephuzile ngaphambi kwekhefu.,1,zul,1,,,test
ex469,"During the first shift, the taxi rank in Kisumu managed the morning queue before noon.",1,eng,1,,,test
ex470,Ihhovisi le-Home Affairs eSoweto laqhubeka nokukhupha omazisi ngemva kokubuya kohlelo.,1,zul,1,,,test
ex471,People at the taxi rank in Kisumu said officials managed the morning queue as the rain started.,1,eng,1,,,test
ex472,Ihhovisi le-Home Affairs eidolobha laqhubeka nokukhupha omazisi ngemva kokubuya kohlelo.,1,zul,0,,,test
ex473,"When the system came back, the school in the suburb registered late learners once the manager signed off.",1,eng,0,,,test
ex474,Umtapo wolwazi waseidolobha ubolekise izincwadi kubafundi ntambama.,1,zul,0,,,test
ex475,"At the taxi rank in the administrative office, staff redirected passengers to another route once the manager signed off.",1,eng,0,,,test
ex476,The clinic in Mitchells Plain triaged patients after the clinic queue moved.,1,eng,1,,,test
ex477,Kliniki ya kitovu cha wilaya ilipokea wagonjwa tena baada ya foleni kupungua.,1,swa,0,,,test
ex478,"At the bank branch in Stellenbosch, staff replaced a bank card before noon.",1,eng,1,,,test
ex479,Shule ya eneo la huduma ilisajili wanafunzi waliochelewa kabla ya kipindi cha kwanza.,1,swa,0,,,test
ex480,"At the Home Affairs office in Kisumu, staff captured ID applications while the morning line was still moving.",1,eng,1,,,test
ex481,The school in the town centre processed visas during routine operations.,0,eng,0,,,test
ex482,The taxi rank in Soweto catalogued library books during the taxi rush.,0,eng,1,,,test
ex483,"At the clinic in Kigali, the nurse started issuing passports, ngakho patients were told to wait outside.",0,eng,1,,,test
ex484,"At the Home Affairs office in Mamelodi, staff explained ukuthi the library books would be catalogued there.",0,eng,1,,,test
ex485,People at the Home Affairs office in the administrative office said officials marked chemistry papers as the rain started.,0,eng,0,,,test
ex486,"At the taxi rank in the settlement, staff performed blood tests after the network recovered.",0,eng,0,,,test
ex487,Ofisi ya msaada wa kijamii ya eneo la huduma ilivuna mahindi asubuhi.,0,swa,0,,,test
ex488,"Just before lunch, the SASSA office in Mitchells Plain performed surgery before the day ended.",0,eng,1,,,test
ex489,Umtholampilo waseindawo kahulumeni uphrinte izitifiketi zokuhlolwa ekuseni ngemva kokwehla kolayini.,0,zul,0,,,test
ex490,Officials at the municipal office in Mamelodi dispensed antibiotics during the taxi rush.,0,eng,1,,,test
ex491,Ihhovisi le-Home Affairs eTembisa lathengisa amathikithi etekisi ngemva kokubuya kohlelo.,0,zul,1,,,test
ex492,Ofisi ya kitovu cha wilaya ya hati za utambulisho ilianza kuuza tiketi za basi baada ya mtandao kurudi.,0,swa,0,,,test
ex493,"At the clinic in the town centre, staff sold bus tickets during office hours.",0,eng,0,,,test
ex494,"At the SASSA office in KwaMashu, staff graded matric essays after the network recovered.",0,eng,1,,,test
ex495,Ihhovisi le-SASSA eindawo yomphakathi lavuna ummbila ekuseni.,0,zul,0,,,test
ex496,"Kliniki ya Mombasa ilianza kuuza tiketi za basi, then the routine files were checked.",0,eng,1,,,test
ex497,"After the queue shortened, the municipal office in the town centre performed surgery once the manager signed off.",0,eng,0,,,test
ex498,The clinic in Gqeberha repaired traffic lights near the spaza shops.,0,eng,1,,,test
ex499,"At the taxi rank in the local ward, staff issued degree certificates while the morning line was still moving.",0,eng,0,,,test
ex500,The municipal office in the administrative office reopened after lunch and began performing surgery for abantu in the queue.,0,eng,0,,,test
